EstabelecimentoID,TipoEstabelecimentoID,CidadeID,NomeEstabelecimento,Endereco,CEP,Latitude,Longitude,Telefone,HorarioFuncionamento,DataAbertura,DataCriacao,Ativo
368,8,456,Leão Porto Ltda.,"Aeroporto Esther Camargo, 73
Paquetá
46706-667 Sales de Nascimento / RO",14695-162,-23.42893171722945,-46.5429770755332,+55 (041) 3877-9894,08:00-22:00,2025-06-10,2025-07-29 19:50:56.311614,1
369,9,317,Cavalcanti S.A.,"Viaduto Dias, 61
Lindéia
08711371 Fogaça / MA",09926-560,-23.56428761950313,-46.76352854799763,31 0457-6044,08:00-22:00,2018-01-04,2025-07-29 19:50:56.311614,1
370,4,388,Ribeiro - EI,"Distrito Albuquerque, 4
Outro
63767356 Rodrigues / PA",85750801,-23.602521750209824,-46.73684364974306,+55 (081) 7713-1325,08:00-22:00,2016-03-07,2025-07-29 19:50:56.311614,1
371,2,415,Ferreira - ME,"Trevo Bianca Porto, 345
João Pinheiro
08444-710 das Neves do Galho / SE",25696183,-23.506864777365422,-46.50891214073563,(071) 7714-2728,08:00-22:00,2023-10-13,2025-07-29 19:50:56.311614,1
372,5,120,da Costa da Paz Ltda.,"Vila Anthony Cunha, 60
Santana Do Cafezal
23231-134 Pacheco / MS",67093514,-23.639108286694782,-46.53377979292306,84 7733 4174,08:00-22:00,2024-07-24,2025-07-29 19:50:56.311614,1
373,2,352,da Rosa,"Viela da Costa, 149
Comiteco
53827236 Borges / RO",16039155,-23.542858980537844,-46.72943191409399,+55 71 7828 9021,08:00-22:00,2017-09-19,2025-07-29 19:50:56.311614,1
374,10,226,da Cruz e Filhos,"Colônia Maria Liz da Conceição, 34
Pedreira Padro Lopes
46176696 Mendes / PR",53778-146,-23.499143173930904,-46.61370783546072,+55 84 8976 9837,08:00-22:00,2016-03-14,2025-07-29 19:50:56.311614,1
375,2,112,Vargas Garcia S/A,"Estrada Hadassa Aparecida, 6
Santo Agostinho
48301-120 Barros do Amparo / RJ",26927299,-23.443536475207477,-46.69121017244144,(051) 7846 1530,08:00-22:00,2015-11-02,2025-07-29 19:50:56.311614,1
376,6,195,Vasconcelos Araújo - ME,"Rua Martins, 92
Apolonia
08474-262 Melo / PA",15816-543,-23.49224870916664,-46.65942044738135,+55 (081) 7079-3781,08:00-22:00,2017-03-06,2025-07-29 19:50:56.311614,1
377,10,297,Melo,"Quadra de da Rosa, 60
Estoril
61858-331 Ferreira / TO",65204586,-23.58467706084943,-46.541736555272315,+55 (084) 3465 1172,08:00-22:00,2016-03-27,2025-07-29 19:50:56.311614,1
378,10,26,Martins Souza S/A,"Sítio Macedo, 8
Santa Isabel
73159702 Mendes de Duarte / TO",70119-907,-23.469659947995506,-46.57928621696009,+55 11 5828-4477,08:00-22:00,2022-02-12,2025-07-29 19:50:56.311614,1
379,1,452,Azevedo,"Rua de Fernandes, 383
Vila Jardim Leblon
68090-512 Gomes de Vargas / RS",33032739,-23.430480021578745,-46.72846723148397,0300 498 3064,08:00-22:00,2022-01-07,2025-07-29 19:50:56.311614,1
380,2,194,Novaes - EI,"Trecho de Viana, 9
Vila Ecológica
12653-911 Novaes da Praia / TO",22509872,-23.556670912602016,-46.70520207759093,71 0951 8329,08:00-22:00,2016-12-19,2025-07-29 19:50:56.311614,1
381,5,19,Ramos,"Conjunto Rios, 25
Cruzeiro
25515-879 Moraes Alegre / PA",35220-118,-23.698649764355014,-46.7130868620543,+55 84 1482 1129,08:00-22:00,2020-02-03,2025-07-29 19:50:56.311614,1
382,10,343,Almeida,"Rua Moura, 7
Barão Homem De Melo 3ª Seção
32287932 Mendes / RS",59592470,-23.435724592214445,-46.56580116649778,+55 (051) 5411 0536,08:00-22:00,2021-12-19,2025-07-29 19:50:56.311614,1
383,5,25,Costa Vargas Ltda.,"Chácara Montenegro, 85
Conjunto Celso Machado
28199-796 Novaes / MT",01726-071,-23.650367402517375,-46.652973473658946,+55 21 0304 7169,08:00-22:00,2022-11-24,2025-07-29 19:50:56.311614,1
384,10,47,Abreu,"Jardim Helena Costela, 68
Bernadete
61510-352 Andrade de Ferreira / MA",66927142,-23.662102348505886,-46.514782707892685,(041) 2759-6299,08:00-22:00,2021-09-20,2025-07-29 19:50:56.311614,1
385,3,199,Lima,"Conjunto Hellena Rezende, 49
Palmares
48548047 Teixeira da Prata / PR",67815-614,-23.60769643027799,-46.55499384683129,61 6160-2923,08:00-22:00,2024-06-11,2025-07-29 19:50:56.311614,1
386,5,264,da Cunha Garcia S.A.,"Vila Davi Lucas Castro, 6
Chácara Leonina
80557746 Barbosa de Pires / MA",36253-706,-23.58600487638277,-46.73664167074362,(011) 2715-0771,08:00-22:00,2024-08-14,2025-07-29 19:50:56.311614,1
387,9,3,Pastor,"Praça Rezende, 39
São Lucas
17407-696 Barros / AL",42053-883,-23.460186990544003,-46.564217161393636,(041) 4602 9649,08:00-22:00,2016-09-13,2025-07-29 19:50:56.311614,1
388,2,471,Macedo,"Rodovia Alice Marques, 75
Custodinha
50947-488 Marques / SP",14835007,-23.58324498446606,-46.64817619583582,+55 (041) 2351 4345,08:00-22:00,2024-11-20,2025-07-29 19:50:56.311614,1
389,6,239,Porto,"Praça Santos, 54
Santa Cruz
81169-306 Rodrigues / MT",92548-917,-23.685353650093745,-46.723886962145784,41 9148 4130,08:00-22:00,2017-02-07,2025-07-29 19:50:56.311614,1
390,8,289,Borges,"Quadra Augusto Azevedo
Ermelinda
53288-027 Cavalcanti de Machado / SE",07838-614,-23.509211496002816,-46.69100047715463,84 9364 8625,08:00-22:00,2021-08-07,2025-07-29 19:50:56.311614,1
391,3,368,Freitas Ltda.,"Feira Rhavi Cardoso, 34
Satelite
35744-624 Rios / ES",83991643,-23.498633692970998,-46.508362164977,(071) 5286 3529,08:00-22:00,2019-04-04,2025-07-29 19:50:56.311614,1
392,2,412,da Rocha,"Condomínio Fernandes, 45
Caiçara - Adelaide
94309-905 Borges / GO",13170-342,-23.455733723750367,-46.65481156722476,+55 (084) 9905-6999,08:00-22:00,2016-12-25,2025-07-29 19:50:56.311614,1
393,1,22,Nascimento,"Jardim de Pinto, 6
Boa Esperança
18484-500 Gomes de Melo / TO",36483757,-23.58034017580166,-46.5841182451168,+55 61 5207 2860,08:00-22:00,2017-07-30,2025-07-29 19:50:56.311614,1
394,1,355,Vargas - ME,"Vereda de Abreu, 145
Aparecida
62343-797 Vieira de Goiás / MT",47353378,-23.674178677137697,-46.65687441145117,61 5008 3119,08:00-22:00,2018-06-13,2025-07-29 19:50:56.311614,1
395,4,354,Jesus,"Recanto de Ramos
Venda Nova
94316-228 da Luz / PR",33489709,-23.534081316691633,-46.68853281784616,+55 51 9780 0583,08:00-22:00,2022-08-16,2025-07-29 19:50:56.311614,1
396,6,30,Duarte,"Estrada Davi Borges, 73
Marilandia
01788-998 Ferreira de Melo / DF",86203991,-23.663700785226748,-46.56107399452219,+55 84 1778 5033,08:00-22:00,2023-11-09,2025-07-29 19:50:56.311614,1
397,7,47,Borges,"Vila de Caldeira, 66
Vila Pilar
77694-221 Moura das Pedras / AL",22923004,-23.694877403092708,-46.54550269446748,(011) 0048-7616,08:00-22:00,2024-07-22,2025-07-29 19:50:56.311614,1
398,8,420,Monteiro,"Trecho de Montenegro, 20
Vila Nova Gameleira 2ª Seção
40430743 das Neves / BA",27024-749,-23.466424958444595,-46.77843325030024,31 8535 7259,08:00-22:00,2019-10-19,2025-07-29 19:50:56.311614,1
399,8,315,Sá Vieira - EI,"Conjunto Vargas, 31
Buritis
26749211 Martins / CE",73991884,-23.578976819898482,-46.7163067232605,+55 41 2242 8898,08:00-22:00,2015-10-25,2025-07-29 19:50:56.311614,1
400,10,270,Rodrigues e Filhos,"Chácara da Costa, 701
Santa Rita
82259842 Duarte da Mata / AM",93455-464,-23.542498448381266,-46.64763868571073,(011) 9721-2158,08:00-22:00,2021-12-26,2025-07-29 19:50:56.311614,1
401,1,329,Siqueira,"Praça de Araújo, 82
Jardim Vitoria
70573817 Câmara de Dias / PE",65781-213,-23.50114523916944,-46.70505067576667,+55 (061) 5480 1567,08:00-22:00,2021-04-14,2025-07-29 19:50:56.311614,1
402,8,470,Pereira,"Setor de Siqueira, 5
Leonina
53585436 Araújo do Oeste / MS",38531-168,-23.57969169998663,-46.56492509851177,0500 011 5830,08:00-22:00,2022-09-25,2025-07-29 19:50:56.311614,1
403,10,476,Cavalcante - EI,"Travessa Lima, 23
Vila Madre Gertrudes 1ª Seção
37889546 Câmara das Pedras / TO",95640-095,-23.68466052225678,-46.76557999177534,+55 21 5593 0707,08:00-22:00,2021-04-30,2025-07-29 19:50:56.311614,1
404,1,361,Alves Novais S/A,"Via Rocha, 61
Vila Cemig
05880-537 Vieira da Praia / MS",13294-691,-23.624176902687612,-46.560660514114026,+55 31 5953-0160,08:00-22:00,2017-03-04,2025-07-29 19:50:56.311614,1
405,3,270,Dias,"Sítio Costa
Frei Leopoldo
74834-011 Cavalcante Alegre / SC",51990-610,-23.641697642598615,-46.61463407484154,+55 51 1454 3228,08:00-22:00,2022-01-21,2025-07-29 19:50:56.311614,1
406,5,463,Mendes S/A,"Pátio da Paz, 96
Mineirão
60361-380 da Costa / RS",18594939,-23.406781793752717,-46.71318968443875,+55 (021) 9244-7082,08:00-22:00,2021-12-17,2025-07-29 19:50:56.311614,1
407,10,440,Melo e Filhos,"Alameda de Cardoso, 50
Vila Jardim Alvorada
64864484 da Costa / PE",15311-789,-23.47814836379236,-46.69666359346765,+55 (011) 0061 6267,08:00-22:00,2017-12-11,2025-07-29 19:50:56.311614,1
408,10,485,da Mota Costa - EI,"Jardim Pereira, 80
Olhos D'água
47781-455 Silva da Praia / RR",55871657,-23.56453500052104,-46.745130253472034,(081) 5386 5067,08:00-22:00,2024-06-17,2025-07-29 19:50:56.311614,1
409,8,152,Souza da Luz - EI,"Lago Davi Lucas Pastor, 34
Alpes
07201-534 Campos / PI",21459253,-23.680989781062745,-46.72422797991056,+55 84 4268-4275,08:00-22:00,2016-04-14,2025-07-29 19:50:56.311614,1
410,8,226,Cavalcante,"Recanto Barros, 494
Alípio De Melo
55543-657 Peixoto / PB",20114-415,-23.665244843256517,-46.58481933930525,0800-309-5019,08:00-22:00,2021-10-09,2025-07-29 19:50:56.311614,1
411,6,248,Casa Grande,"Trevo de Aparecida, 618
Parque São Pedro
62110-793 Fogaça de Peixoto / RJ",32265709,-23.456130129218575,-46.68723475783764,+55 41 5414-3918,08:00-22:00,2021-07-27,2025-07-29 19:50:56.311614,1
412,4,305,Jesus,"Morro Barbosa
Cachoeirinha
59386728 Vasconcelos de Aparecida / SC",80845663,-23.4163652718489,-46.593754758393885,(051) 6871-7475,08:00-22:00,2020-12-08,2025-07-29 19:50:56.311614,1
413,4,171,Cirino,"Morro Jade Pereira, 7
Mariano De Abreu
03254-735 Cirino do Galho / RR",42709-982,-23.690594944657402,-46.64576773766947,11 4023 3125,08:00-22:00,2017-10-18,2025-07-29 19:50:56.311614,1
414,8,237,Sá Albuquerque e Filhos,"Loteamento André Fonseca, 97
Beija Flor
14632-225 Guerra das Pedras / AL",29114-372,-23.426880863193517,-46.75641067510682,(061) 4914-9530,08:00-22:00,2016-11-22,2025-07-29 19:50:56.311614,1
415,3,236,Novaes S/A,"Parque Bryan Vargas, 34
São João
13100902 Sales / ES",27535-321,-23.5858308859842,-46.65027880566009,(021) 6097 3751,08:00-22:00,2016-05-21,2025-07-29 19:50:56.311614,1
416,8,259,Nascimento,"Recanto Valentina Fernandes
Vila Calafate
85790-587 Peixoto de Mendes / RN",50407-388,-23.635910201803895,-46.57305904624721,+55 (041) 3678-6258,08:00-22:00,2025-05-23,2025-07-29 19:50:56.311614,1
417,4,279,Cunha,"Morro Mendonça
Vila Nova
40025747 da Paz do Norte / PB",31195919,-23.669330292776042,-46.7106973485827,51 5707 7260,08:00-22:00,2018-02-08,2025-07-29 19:50:56.311614,1
418,10,148,Novais Cirino - ME,"Largo Isadora Aparecida, 464
Apolonia
44035123 Souza / CE",79287725,-23.46847531741404,-46.60557550059392,(041) 3498 5619,08:00-22:00,2020-01-27,2025-07-29 19:50:56.311614,1
419,9,109,Nascimento,"Largo Viana, 11
Heliopolis
70218-605 Farias de Sales / RN",72717-525,-23.559326854445455,-46.740290203637485,0300-606-2711,08:00-22:00,2020-04-22,2025-07-29 19:50:56.311614,1
420,2,143,da Cruz,"Vila de Campos, 570
Pedreira Padro Lopes
22176-562 Pinto / PB",35621423,-23.45027286541942,-46.75929031262497,(081) 3294 1106,08:00-22:00,2017-04-15,2025-07-29 19:50:56.311614,1
421,10,299,da Mota,"Campo Rezende, 45
Indaiá
28411-400 da Mota da Serra / PA",97430586,-23.63215285397251,-46.69193216081281,+55 (021) 7676 4241,08:00-22:00,2023-04-26,2025-07-29 19:50:56.311614,1
422,1,464,Silva,"Travessa Carvalho, 7
Salgado Filho
15313-956 Marques / CE",57331-075,-23.49642958895027,-46.683238921890094,+55 61 6178 6195,08:00-22:00,2018-07-17,2025-07-29 19:50:56.311614,1
423,4,71,Moura S.A.,"Praça Allana Fogaça, 79
Vila Madre Gertrudes 3ª Seção
15201217 Pimenta da Praia / GO",26120-336,-23.66456348854016,-46.57169711088987,+55 (051) 4930 9011,08:00-22:00,2015-12-19,2025-07-29 19:50:56.311614,1
424,9,417,Cavalcante,"Área de Lopes, 337
Coqueiros
65546-786 Ferreira de Gomes / MG",82210-365,-23.673074794759568,-46.66197637461965,+55 (084) 9679 7948,08:00-22:00,2017-01-05,2025-07-29 19:50:56.311614,1
425,7,311,Rezende,"Praia Silveira, 189
Goiania
31440-652 das Neves / PB",60727-863,-23.659980044891473,-46.77562953140075,+55 84 1598 7886,08:00-22:00,2016-12-21,2025-07-29 19:50:56.311614,1
426,9,126,Ramos,"Estação Otávio Caldeira, 902
Pindorama
22840925 da Conceição / MS",69036-461,-23.457329609831906,-46.60980015049338,+55 51 8759 4543,08:00-22:00,2021-06-24,2025-07-29 19:50:56.311614,1
427,9,467,da Rosa e Filhos,"Rua de Pires
Vila Independencia 1ª Seção
22500-103 Cunha / CE",84609-249,-23.503314079370206,-46.659224022040185,+55 31 1605 6813,08:00-22:00,2024-02-23,2025-07-29 19:50:56.311614,1
428,10,82,Leão,"Quadra Caldeira, 73
São Paulo
27802109 Lopes / AM",11578-685,-23.6502108324199,-46.700507039830406,84 2863 7015,08:00-22:00,2020-06-22,2025-07-29 19:50:56.311614,1
429,9,41,Siqueira Pires - EI,"Trevo Lima, 347
Alta Tensão 2ª Seção
24056-633 Ribeiro de Leão / SE",77114084,-23.584568336794444,-46.5593343574167,+55 (081) 4847-4229,08:00-22:00,2023-01-14,2025-07-29 19:50:56.311614,1
430,9,402,Cardoso Rezende S.A.,"Conjunto de Melo, 35
Vila Jardim São José
37964452 Mendes de Pastor / RN",55611-261,-23.47089419707306,-46.753684562931724,+55 (011) 2616 2142,08:00-22:00,2017-11-04,2025-07-29 19:50:56.311614,1
431,7,387,Cavalcante,"Loteamento Maria Isis Leão, 43
Nova Suíça
54326909 Cardoso da Praia / CE",49422874,-23.614297683175835,-46.52603629680661,(061) 0612 1305,08:00-22:00,2018-10-18,2025-07-29 19:50:56.311614,1
432,8,259,Rezende Viana S/A,"Lago Cardoso, 18
Vila Pinho
66516-502 Castro de Mendes / PI",31572-591,-23.423620886306068,-46.69978155290487,11 9999-7492,08:00-22:00,2017-04-19,2025-07-29 19:50:56.311614,1
433,2,356,Cavalcante,"Vila Montenegro
Vila Suzana Primeira Seção
46301-609 Fonseca / CE",19456614,-23.42561916259492,-46.66171756654721,31 0792 6462,08:00-22:00,2016-06-07,2025-07-29 19:50:56.311614,1
434,9,144,Nascimento - EI,"Feira de Novais, 90
Cabana Do Pai Tomás
19239149 Garcia da Praia / RJ",40829-084,-23.53412975229158,-46.521230101331945,+55 (081) 4884-3468,08:00-22:00,2025-07-08,2025-07-29 19:50:56.311614,1
435,2,171,Camargo - EI,"Estação de Vargas
Vila Engenho Nogueira
78417985 Rodrigues do Galho / TO",64088290,-23.510407719254363,-46.57162805047869,+55 (051) 0262 9125,08:00-22:00,2018-07-19,2025-07-29 19:50:56.311614,1
436,8,279,Pimenta Ltda.,"Morro de Moraes, 8
Vila Atila De Paiva
81719996 Cunha de Cavalcanti / TO",32650484,-23.50403449398365,-46.777709269858555,84 5637 6670,08:00-22:00,2022-01-07,2025-07-29 19:50:56.311614,1
437,2,471,Gonçalves - ME,"Favela Breno Gonçalves, 29
Santa Helena
88693369 Aparecida Grande / PB",36225-053,-23.622459462673476,-46.626510942373386,(041) 6018-3958,08:00-22:00,2023-04-05,2025-07-29 19:50:56.311614,1
438,8,143,Pastor Martins Ltda.,"Rua Sá, 954
Santa Sofia
53380-371 Rodrigues do Norte / PA",67867-665,-23.590403583382802,-46.70689113849804,61 7784-6790,08:00-22:00,2019-02-03,2025-07-29 19:50:56.311614,1
439,3,457,Mendonça - EI,"Rodovia de Monteiro, 65
Jardim Alvorada
55187415 Barbosa de Minas / MS",89132-664,-23.659217666853035,-46.64745352504778,+55 (061) 3044-4627,08:00-22:00,2018-09-05,2025-07-29 19:50:56.311614,1
440,2,127,Fogaça - EI,"Viela de Macedo, 58
Biquinhas
09749-145 Fogaça do Oeste / AP",47171921,-23.422538597503838,-46.57710928750975,+55 71 4871 4810,08:00-22:00,2025-03-27,2025-07-29 19:50:56.311614,1
441,6,58,Sá Moraes S/A,"Jardim João Pedro Siqueira, 86
Vila Madre Gertrudes 4ª Seção
56421-247 Almeida das Pedras / PE",80971830,-23.482845168391332,-46.651148125824406,51 2331 0381,08:00-22:00,2017-12-10,2025-07-29 19:50:56.311614,1
442,6,168,Vasconcelos,"Praia Dias, 59
Serra Verde
10849-272 Garcia da Serra / PR",25533390,-23.686093120100207,-46.778693436916484,(031) 1164 2774,08:00-22:00,2024-05-04,2025-07-29 19:50:56.311614,1
443,1,118,Leão,"Trecho Sousa, 3
Comiteco
52637983 Freitas / RN",68106312,-23.535183764970625,-46.641005844417094,+55 (071) 8893 4725,08:00-22:00,2021-09-12,2025-07-29 19:50:56.311614,1
444,7,166,Santos S/A,"Trecho Anthony Rocha, 26
Vila São João Batista
23072-019 Marques / RS",76319834,-23.59707787957861,-46.79276110003195,(071) 5382 8831,08:00-22:00,2023-07-16,2025-07-29 19:50:56.311614,1
445,1,373,Rodrigues Ltda.,"Colônia Vitor Hugo Martins, 7
Vila Cemig
98230-644 Pires / RJ",20407643,-23.455413636881577,-46.69547719279202,(021) 3925-1486,08:00-22:00,2016-12-03,2025-07-29 19:50:56.311614,1
446,4,82,Sampaio da Cruz S.A.,"Área Barbosa, 45
Vila São João Batista
78162945 Borges do Sul / SE",27039409,-23.596859973649945,-46.65659084312297,+55 41 3385 5447,08:00-22:00,2024-01-14,2025-07-29 19:50:56.311614,1
447,6,358,Ramos,"Praia Isabela Pires
São Salvador
95583586 Cavalcante / PE",14929-289,-23.50675496261973,-46.60659793098701,+55 (051) 1950-7357,08:00-22:00,2016-10-13,2025-07-29 19:50:56.311614,1
448,8,134,Silveira S.A.,"Chácara Campos, 48
Campo Alegre
74949-302 Vieira / MG",54126-193,-23.650277899963026,-46.648137963713495,(051) 8454 4887,08:00-22:00,2024-08-03,2025-07-29 19:50:56.311614,1
449,8,364,Cunha Cunha - ME,"Praia de Nunes, 551
Vila Madre Gertrudes 3ª Seção
21726-454 Andrade / SP",67112707,-23.53237335310528,-46.75441595683585,(021) 3830 0432,08:00-22:00,2016-06-28,2025-07-29 19:50:56.311614,1
450,10,485,Pimenta,"Fazenda Igor da Rocha, 363
Conjunto Taquaril
93678977 Fogaça / RO",61186-407,-23.611834280233936,-46.52033473081169,+55 (051) 9162 0399,08:00-22:00,2025-02-10,2025-07-29 19:50:56.311614,1
451,7,46,Camargo,"Lago Cavalcante, 3
Lagoa
47695-564 Moura da Serra / RN",92738434,-23.650533473291244,-46.604910098174656,31 9807 2142,08:00-22:00,2021-02-18,2025-07-29 19:50:56.311614,1
452,5,262,Gomes,"Travessa de Dias, 18
Santa Sofia
93140874 Mendes de da Conceição / SC",61076-500,-23.514222255919062,-46.70490966446253,31 8835 7902,08:00-22:00,2021-11-28,2025-07-29 19:50:56.311614,1
453,6,469,Rios Costa e Filhos,"Trecho Nunes
Rio Branco
52992-859 Porto de Mendonça / PI",01101794,-23.508407639995387,-46.510218091460686,41 1163 7856,08:00-22:00,2019-07-20,2025-07-29 19:50:56.311614,1
454,8,123,Pacheco Fernandes Ltda.,"Fazenda Luiz Henrique Cavalcante, 45
Santa Rita De Cássia
42590063 Gonçalves Verde / CE",05215814,-23.40499386565986,-46.5352267172673,0900 035 5700,08:00-22:00,2025-01-15,2025-07-29 19:50:56.311614,1
455,3,222,Montenegro,"Viaduto Laís Sá, 2
Carlos Prates
39422-289 Barros Grande / AP",14114577,-23.499268182101662,-46.75695297339655,+55 (051) 8596-8326,08:00-22:00,2019-11-30,2025-07-29 19:50:56.311614,1
456,6,92,da Cunha Aparecida S/A,"Praia Rocha, 2
Vila Independencia 2ª Seção
77002806 Novaes / ES",75923599,-23.54528701844186,-46.60337127146803,+55 (021) 5415 4033,08:00-22:00,2015-12-10,2025-07-29 19:50:56.311614,1
457,4,404,Vieira,"Recanto Catarina Caldeira, 35
Dom Joaquim
40665018 Sales da Praia / AL",75423506,-23.426213747074573,-46.63197916437404,0500 526 0716,08:00-22:00,2023-05-26,2025-07-29 19:50:56.311614,1
458,3,19,da Luz,"Largo Bruno Sales, 4
Dom Cabral
21717-460 Machado de Goiás / PB",75104-128,-23.451515754393462,-46.74215732313414,84 4478 7502,08:00-22:00,2017-05-12,2025-07-29 19:50:56.311614,1
459,3,270,Freitas da Luz S.A.,"Jardim de Guerra
Novo Tupi
61514-802 Moraes / TO",58150-484,-23.535376116467944,-46.72995745785329,+55 41 9976 2005,08:00-22:00,2025-02-26,2025-07-29 19:50:56.311614,1
460,4,65,da Paz,"Aeroporto de Farias, 55
Xodo-Marize
81334661 Cunha da Praia / PI",19874-932,-23.546595276677756,-46.63086786793471,(084) 9304 9717,08:00-22:00,2020-10-20,2025-07-29 19:50:56.311614,1
461,6,219,Mendes - ME,"Pátio Lopes, 56
Vila Coqueiral
35932-660 Araújo / GO",80920-205,-23.417409244285235,-46.7036135146998,+55 (081) 0760-9803,08:00-22:00,2020-07-21,2025-07-29 19:50:56.311614,1
462,1,500,da Cruz,"Trevo de Mendes, 18
Campo Alegre
43373-029 Cardoso / ES",79099-247,-23.51486188681232,-46.54955057067145,(061) 3028 1483,08:00-22:00,2018-10-24,2025-07-29 19:50:56.311614,1
463,2,352,Dias Ltda.,"Vale Enrico Carvalho, 431
Manacas
11966131 Silveira Paulista / SC",70158461,-23.485866249249145,-46.77067822940811,(071) 6366 2470,08:00-22:00,2016-01-24,2025-07-29 19:50:56.311614,1
464,4,157,Casa Grande,"Setor Melo, 97
Vila Nova Dos Milionarios
61437864 Sousa / PE",33261772,-23.673996287355838,-46.525790768039364,+55 (071) 4486 4033,08:00-22:00,2017-06-01,2025-07-29 19:50:56.311614,1
465,10,415,Gonçalves,"Feira de Porto
Conjunto Providencia
89942155 Aparecida de Correia / RO",83009095,-23.48450831362522,-46.54783423527951,41 3854-3677,08:00-22:00,2017-05-04,2025-07-29 19:50:56.311614,1
466,9,153,Santos,"Fazenda Cardoso, 570
Monte Azul
33045-617 Siqueira / GO",38318316,-23.620595447337994,-46.57841295506587,84 4904-4843,08:00-22:00,2019-01-11,2025-07-29 19:50:56.311614,1
467,8,247,Silva - EI,"Morro Martins
Manacas
80401512 Vasconcelos / PE",05917014,-23.66533862303811,-46.72122982471945,(011) 0228 9586,08:00-22:00,2016-11-01,2025-07-29 19:50:56.311614,1
468,10,199,Ferreira - EI,"Rua Porto
São João
51504997 Machado das Flores / RN",79438442,-23.445100167358405,-46.585512643187364,(061) 7971 0538,08:00-22:00,2019-09-14,2025-07-29 19:50:56.311614,1
469,8,231,da Rocha S.A.,"Viela Martins
Lajedo
16063035 Aparecida do Oeste / PR",38130239,-23.492642674004173,-46.66836906611441,+55 (011) 7984-6958,08:00-22:00,2023-10-22,2025-07-29 19:50:56.311614,1
470,7,302,Mendes,"Recanto Fogaça
Conjunto Capitão Eduardo
44189404 Barros / AC",54854684,-23.57773070632856,-46.60987263083125,0300-558-4700,08:00-22:00,2023-11-29,2025-07-29 19:50:56.311614,1
